Study	pathID	Pathway	percentageTargeted	percentage_in_Human_GenAge	percentage_in_Model_GenAge	percentage_targeted_by_DrugAge
Calvert2016	hsa05131	Shigellosis	0.034482758620689655	0.3103448275862069	0.27586206896551724	0.3793103448275862
Donertas2018	hsa05131	Shigellosis	0.1724137931034483	0.3103448275862069	0.27586206896551724	0.3793103448275862
Fernandes2016	hsa05131	Shigellosis	0.06896551724137931	0.3103448275862069	0.27586206896551724	0.3793103448275862
Fuentealba2018	hsa05131	Shigellosis	0.10344827586206896	0.3103448275862069	0.27586206896551724	0.3793103448275862
Liu2016	hsa05131	Shigellosis	0.10344827586206896	0.3103448275862069	0.27586206896551724	0.3793103448275862
Mofidifar2018	hsa05131	Shigellosis	0.034482758620689655	0.3103448275862069	0.27586206896551724	0.3793103448275862
Snell2016	hsa05131	Shigellosis	0.034482758620689655	0.3103448275862069	0.27586206896551724	0.3793103448275862
Snell2018	hsa05131	Shigellosis	0.06896551724137931	0.3103448275862069	0.27586206896551724	0.3793103448275862
Yang2018	hsa05131	Shigellosis	0	0.3103448275862069	0.27586206896551724	0.3793103448275862
Ziehm2017	hsa05131	Shigellosis	0.20689655172413793	0.3103448275862069	0.27586206896551724	0.3793103448275862
Aliper2016	hsa05132	Salmonella infection	0.14634146341463414	0.24390243902439024	0.17073170731707318	0.36585365853658536
Barardo2017	hsa05132	Salmonella infection	0.024390243902439025	0.24390243902439024	0.17073170731707318	0.36585365853658536
Calvert2016	hsa05132	Salmonella infection	0.04878048780487805	0.24390243902439024	0.17073170731707318	0.36585365853658536
Donertas2018	hsa05132	Salmonella infection	0.21951219512195122	0.24390243902439024	0.17073170731707318	0.36585365853658536
Fernandes2016	hsa05132	Salmonella infection	0.07317073170731707	0.24390243902439024	0.17073170731707318	0.36585365853658536
Fuentealba2018	hsa05132	Salmonella infection	0.024390243902439025	0.24390243902439024	0.17073170731707318	0.36585365853658536
Liu2016	hsa05132	Salmonella infection	0.12195121951219512	0.24390243902439024	0.17073170731707318	0.36585365853658536
Mofidifar2018	hsa05132	Salmonella infection	0.024390243902439025	0.24390243902439024	0.17073170731707318	0.36585365853658536
Snell2016	hsa05132	Salmonella infection	0.07317073170731707	0.24390243902439024	0.17073170731707318	0.36585365853658536
Snell2018	hsa05132	Salmonella infection	0.0975609756097561	0.24390243902439024	0.17073170731707318	0.36585365853658536
Yang2018	hsa05132	Salmonella infection	0	0.24390243902439024	0.17073170731707318	0.36585365853658536
Ziehm2017	hsa05132	Salmonella infection	0.12195121951219512	0.24390243902439024	0.17073170731707318	0.36585365853658536
Aliper2016	hsa05133	Pertussis	0.06	0.22	0.14	0.26
Barardo2017	hsa05133	Pertussis	0.02	0.22	0.14	0.26
Calvert2016	hsa05133	Pertussis	0.08	0.22	0.14	0.26
Donertas2018	hsa05133	Pertussis	0.2	0.22	0.14	0.26
Fernandes2016	hsa05133	Pertussis	0.06	0.22	0.14	0.26
Fuentealba2018	hsa05133	Pertussis	0.04	0.22	0.14	0.26
Liu2016	hsa05133	Pertussis	0.12	0.22	0.14	0.26
Mofidifar2018	hsa05133	Pertussis	0.02	0.22	0.14	0.26
Snell2016	hsa05133	Pertussis	0.08	0.22	0.14	0.26
Snell2018	hsa05133	Pertussis	0.08	0.22	0.14	0.26
Yang2018	hsa05133	Pertussis	0	0.22	0.14	0.26
Ziehm2017	hsa05133	Pertussis	0.1	0.22	0.14	0.26
Aliper2016	hsa05134	Legionellosis	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.1935483870967742
Barardo2017	hsa05134	Legionellosis	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.1935483870967742
Calvert2016	hsa05134	Legionellosis	0.03225806451612903	0.3225806451612903	0.06451612903225806	0.1935483870967742
Donertas2018	hsa05134	Legionellosis	0.16129032258064516	0.3225806451612903	0.06451612903225806	0.1935483870967742
Fernandes2016	hsa05134	Legionellosis	0.06451612903225806	0.3225806451612903	0.06451612903225806	0.1935483870967742
Fuentealba2018	hsa05134	Legionellosis	0	0.3225806451612903	0.06451612903225806	0.1935483870967742
Liu2016	hsa05134	Legionellosis	0.0967741935483871	0.3225806451612903	0.06451612903225806	0.1935483870967742
Mofidifar2018	hsa05134	Legionellosis	0.03225806451612903	0.3225806451612903	0.06451612903225806	0.1935483870967742
Snell2016	hsa05134	Legionellosis	0.12903225806451613	0.3225806451612903	0.06451612903225806	0.1935483870967742
Snell2018	hsa05134	Legionellosis	0.03225806451612903	0.3225806451612903	0.06451612903225806	0.1935483870967742
Yang2018	hsa05134	Legionellosis	0	0.3225806451612903	0.06451612903225806	0.1935483870967742
Ziehm2017	hsa05134	Legionellosis	0	0.3225806451612903	0.06451612903225806	0.1935483870967742
Aliper2016	hsa05140	Leishmaniasis	0.03571428571428571	0.17857142857142858	0.07142857142857142	0.26785714285714285
Barardo2017	hsa05140	Leishmaniasis	0.017857142857142856	0.17857142857142858	0.07142857142857142	0.26785714285714285
Calvert2016	hsa05140	Leishmaniasis	0.07142857142857142	0.17857142857142858	0.07142857142857142	0.26785714285714285
Donertas2018	hsa05140	Leishmaniasis	0.16071428571428573	0.17857142857142858	0.07142857142857142	0.26785714285714285
Fernandes2016	hsa05140	Leishmaniasis	0.05357142857142857	0.17857142857142858	0.07142857142857142	0.26785714285714285
Fuentealba2018	hsa05140	Leishmaniasis	0.10714285714285714	0.17857142857142858	0.07142857142857142	0.26785714285714285
Liu2016	hsa05140	Leishmaniasis	0.16071428571428573	0.17857142857142858	0.07142857142857142	0.26785714285714285
Mofidifar2018	hsa05140	Leishmaniasis	0	0.17857142857142858	0.07142857142857142	0.26785714285714285
Snell2016	hsa05140	Leishmaniasis	0.10714285714285714	0.17857142857142858	0.07142857142857142	0.26785714285714285
Snell2018	hsa05140	Leishmaniasis	0.08928571428571429	0.17857142857142858	0.07142857142857142	0.26785714285714285
Yang2018	hsa05140	Leishmaniasis	0	0.17857142857142858	0.07142857142857142	0.26785714285714285
Ziehm2017	hsa05140	Leishmaniasis	0.10714285714285714	0.17857142857142858	0.07142857142857142	0.26785714285714285
Aliper2016	hsa05142	Chagas disease (American trypanosomiasis)	0.04	0.26666666666666666	0.21333333333333335	0.37333333333333335
Barardo2017	hsa05142	Chagas disease (American trypanosomiasis)	0.05333333333333334	0.26666666666666666	0.21333333333333335	0.37333333333333335
Calvert2016	hsa05142	Chagas disease (American trypanosomiasis)	0.12	0.26666666666666666	0.21333333333333335	0.37333333333333335
Donertas2018	hsa05142	Chagas disease (American trypanosomiasis)	0.26666666666666666	0.26666666666666666	0.21333333333333335	0.37333333333333335
Fernandes2016	hsa05142	Chagas disease (American trypanosomiasis)	0.13333333333333333	0.26666666666666666	0.21333333333333335	0.37333333333333335
Fuentealba2018	hsa05142	Chagas disease (American trypanosomiasis)	0.06666666666666667	0.26666666666666666	0.21333333333333335	0.37333333333333335
Liu2016	hsa05142	Chagas disease (American trypanosomiasis)	0.12	0.26666666666666666	0.21333333333333335	0.37333333333333335
Mofidifar2018	hsa05142	Chagas disease (American trypanosomiasis)	0.013333333333333334	0.26666666666666666	0.21333333333333335	0.37333333333333335
Snell2016	hsa05142	Chagas disease (American trypanosomiasis)	0.08	0.26666666666666666	0.21333333333333335	0.37333333333333335
Snell2018	hsa05142	Chagas disease (American trypanosomiasis)	0.12	0.26666666666666666	0.21333333333333335	0.37333333333333335
Yang2018	hsa05142	Chagas disease (American trypanosomiasis)	0	0.26666666666666666	0.21333333333333335	0.37333333333333335
Ziehm2017	hsa05142	Chagas disease (American trypanosomiasis)	0.16	0.26666666666666666	0.21333333333333335	0.37333333333333335
Aliper2016	hsa05143	African trypanosomiasis	0.04	0.16	0.04	0.36
Barardo2017	hsa05143	African trypanosomiasis	0	0.16	0.04	0.36
Calvert2016	hsa05143	African trypanosomiasis	0.08	0.16	0.04	0.36
Donertas2018	hsa05143	African trypanosomiasis	0.24	0.16	0.04	0.36
Fernandes2016	hsa05143	African trypanosomiasis	0.12	0.16	0.04	0.36
Fuentealba2018	hsa05143	African trypanosomiasis	0	0.16	0.04	0.36
Liu2016	hsa05143	African trypanosomiasis	0.12	0.16	0.04	0.36
Mofidifar2018	hsa05143	African trypanosomiasis	0	0.16	0.04	0.36
Snell2016	hsa05143	African trypanosomiasis	0.12	0.16	0.04	0.36
Snell2018	hsa05143	African trypanosomiasis	0.08	0.16	0.04	0.36
Yang2018	hsa05143	African trypanosomiasis	0	0.16	0.04	0.36
Ziehm2017	hsa05143	African trypanosomiasis	0	0.16	0.04	0.36
Aliper2016	hsa05144	Malaria	0.07692307692307693	0.07692307692307693	0.02564102564102564	0.358974358974359
Barardo2017	hsa05144	Malaria	0	0.07692307692307693	0.02564102564102564	0.358974358974359
Calvert2016	hsa05144	Malaria	0.10256410256410256	0.07692307692307693	0.02564102564102564	0.358974358974359
Donertas2018	hsa05144	Malaria	0.3076923076923077	0.07692307692307693	0.02564102564102564	0.358974358974359
Fernandes2016	hsa05144	Malaria	0.05128205128205128	0.07692307692307693	0.02564102564102564	0.358974358974359
Fuentealba2018	hsa05144	Malaria	0.10256410256410256	0.07692307692307693	0.02564102564102564	0.358974358974359
Liu2016	hsa05144	Malaria	0.23076923076923078	0.07692307692307693	0.02564102564102564	0.358974358974359
Mofidifar2018	hsa05144	Malaria	0.02564102564102564	0.07692307692307693	0.02564102564102564	0.358974358974359
Snell2016	hsa05144	Malaria	0.20512820512820512	0.07692307692307693	0.02564102564102564	0.358974358974359
Snell2018	hsa05144	Malaria	0.07692307692307693	0.07692307692307693	0.02564102564102564	0.358974358974359
Yang2018	hsa05144	Malaria	0	0.07692307692307693	0.02564102564102564	0.358974358974359
Ziehm2017	hsa05144	Malaria	0.05128205128205128	0.07692307692307693	0.02564102564102564	0.358974358974359
Aliper2016	hsa05145	Toxoplasmosis	0.04819277108433735	0.1927710843373494	0.13253012048192772	0.30120481927710846
Barardo2017	hsa05145	Toxoplasmosis	0.04819277108433735	0.1927710843373494	0.13253012048192772	0.30120481927710846
Calvert2016	hsa05145	Toxoplasmosis	0.060240963855421686	0.1927710843373494	0.13253012048192772	0.30120481927710846
Donertas2018	hsa05145	Toxoplasmosis	0.1566265060240964	0.1927710843373494	0.13253012048192772	0.30120481927710846
Fernandes2016	hsa05145	Toxoplasmosis	0.08433734939759036	0.1927710843373494	0.13253012048192772	0.30120481927710846
Fuentealba2018	hsa05145	Toxoplasmosis	0.0963855421686747	0.1927710843373494	0.13253012048192772	0.30120481927710846
Liu2016	hsa05145	Toxoplasmosis	0.10843373493975904	0.1927710843373494	0.13253012048192772	0.30120481927710846
Mofidifar2018	hsa05145	Toxoplasmosis	0	0.1927710843373494	0.13253012048192772	0.30120481927710846
Snell2016	hsa05145	Toxoplasmosis	0.0963855421686747	0.1927710843373494	0.13253012048192772	0.30120481927710846
Snell2018	hsa05145	Toxoplasmosis	0.08433734939759036	0.1927710843373494	0.13253012048192772	0.30120481927710846
Yang2018	hsa05145	Toxoplasmosis	0	0.1927710843373494	0.13253012048192772	0.30120481927710846
Ziehm2017	hsa05145	Toxoplasmosis	0.13253012048192772	0.1927710843373494	0.13253012048192772	0.30120481927710846
Aliper2016	hsa05146	Amoebiasis	0.08695652173913043	0.14492753623188406	0.17391304347826086	0.3333333333333333
Barardo2017	hsa05146	Amoebiasis	0.043478260869565216	0.14492753623188406	0.17391304347826086	0.3333333333333333
Calvert2016	hsa05146	Amoebiasis	0.07246376811594203	0.14492753623188406	0.17391304347826086	0.3333333333333333
Donertas2018	hsa05146	Amoebiasis	0.17391304347826086	0.14492753623188406	0.17391304347826086	0.3333333333333333
Fernandes2016	hsa05146	Amoebiasis	0.057971014492753624	0.14492753623188406	0.17391304347826086	0.3333333333333333
Fuentealba2018	hsa05146	Amoebiasis	0.028985507246376812	0.14492753623188406	0.17391304347826086	0.3333333333333333
Liu2016	hsa05146	Amoebiasis	0.08695652173913043	0.14492753623188406	0.17391304347826086	0.3333333333333333
Mofidifar2018	hsa05146	Amoebiasis	0.014492753623188406	0.14492753623188406	0.17391304347826086	0.3333333333333333
Snell2016	hsa05146	Amoebiasis	0.07246376811594203	0.14492753623188406	0.17391304347826086	0.3333333333333333
Snell2018	hsa05146	Amoebiasis	0.043478260869565216	0.14492753623188406	0.17391304347826086	0.3333333333333333
Yang2018	hsa05146	Amoebiasis	0	0.14492753623188406	0.17391304347826086	0.3333333333333333
Ziehm2017	hsa05146	Amoebiasis	0.10144927536231885	0.14492753623188406	0.17391304347826086	0.3333333333333333
Aliper2016	hsa05150	Staphylococcus aureus infection	0.10810810810810811	0.02702702702702703	0.02702702702702703	0.32432432432432434
Barardo2017	hsa05150	Staphylococcus aureus infection	0	0.02702702702702703	0.02702702702702703	0.32432432432432434
Calvert2016	hsa05150	Staphylococcus aureus infection	0.10810810810810811	0.02702702702702703	0.02702702702702703	0.32432432432432434
Donertas2018	hsa05150	Staphylococcus aureus infection	0.13513513513513514	0.02702702702702703	0.02702702702702703	0.32432432432432434
Fernandes2016	hsa05150	Staphylococcus aureus infection	0	0.02702702702702703	0.02702702702702703	0.32432432432432434
Fuentealba2018	hsa05150	Staphylococcus aureus infection	0.08108108108108109	0.02702702702702703	0.02702702702702703	0.32432432432432434
Liu2016	hsa05150	Staphylococcus aureus infection	0.21621621621621623	0.02702702702702703	0.02702702702702703	0.32432432432432434
Mofidifar2018	hsa05150	Staphylococcus aureus infection	0	0.02702702702702703	0.02702702702702703	0.32432432432432434
Snell2016	hsa05150	Staphylococcus aureus infection	0.05405405405405406	0.02702702702702703	0.02702702702702703	0.32432432432432434
Snell2018	hsa05150	Staphylococcus aureus infection	0	0.02702702702702703	0.02702702702702703	0.32432432432432434
Yang2018	hsa05150	Staphylococcus aureus infection	0	0.02702702702702703	0.02702702702702703	0.32432432432432434
Ziehm2017	hsa05150	Staphylococcus aureus infection	0	0.02702702702702703	0.02702702702702703	0.32432432432432434
Aliper2016	hsa05152	Tuberculosis	0.0707070707070707	0.18181818181818182	0.16161616161616163	0.29292929292929293
Barardo2017	hsa05152	Tuberculosis	0.050505050505050504	0.18181818181818182	0.16161616161616163	0.29292929292929293
Calvert2016	hsa05152	Tuberculosis	0.08080808080808081	0.18181818181818182	0.16161616161616163	0.29292929292929293
Donertas2018	hsa05152	Tuberculosis	0.18181818181818182	0.18181818181818182	0.16161616161616163	0.29292929292929293
Fernandes2016	hsa05152	Tuberculosis	0.0707070707070707	0.18181818181818182	0.16161616161616163	0.29292929292929293
Fuentealba2018	hsa05152	Tuberculosis	0.1111111111111111	0.18181818181818182	0.16161616161616163	0.29292929292929293
Liu2016	hsa05152	Tuberculosis	0.12121212121212122	0.18181818181818182	0.16161616161616163	0.29292929292929293
Mofidifar2018	hsa05152	Tuberculosis	0	0.18181818181818182	0.16161616161616163	0.29292929292929293
Snell2016	hsa05152	Tuberculosis	0.0707070707070707	0.18181818181818182	0.16161616161616163	0.29292929292929293
Snell2018	hsa05152	Tuberculosis	0.08080808080808081	0.18181818181818182	0.16161616161616163	0.29292929292929293
Yang2018	hsa05152	Tuberculosis	0	0.18181818181818182	0.16161616161616163	0.29292929292929293
Ziehm2017	hsa05152	Tuberculosis	0.10101010101010101	0.18181818181818182	0.16161616161616163	0.29292929292929293
Aliper2016	hsa05160	Hepatitis C	0.08823529411764706	0.3235294117647059	0.25	0.4411764705882353
Barardo2017	hsa05160	Hepatitis C	0.10294117647058823	0.3235294117647059	0.25	0.4411764705882353
Calvert2016	hsa05160	Hepatitis C	0.14705882352941177	0.3235294117647059	0.25	0.4411764705882353
Donertas2018	hsa05160	Hepatitis C	0.25	0.3235294117647059	0.25	0.4411764705882353
Fernandes2016	hsa05160	Hepatitis C	0.19117647058823528	0.3235294117647059	0.25	0.4411764705882353
Fuentealba2018	hsa05160	Hepatitis C	0.17647058823529413	0.3235294117647059	0.25	0.4411764705882353
Liu2016	hsa05160	Hepatitis C	0.11764705882352941	0.3235294117647059	0.25	0.4411764705882353
Mofidifar2018	hsa05160	Hepatitis C	0.014705882352941176	0.3235294117647059	0.25	0.4411764705882353
Snell2016	hsa05160	Hepatitis C	0.058823529411764705	0.3235294117647059	0.25	0.4411764705882353
Snell2018	hsa05160	Hepatitis C	0.10294117647058823	0.3235294117647059	0.25	0.4411764705882353
Yang2018	hsa05160	Hepatitis C	0.014705882352941176	0.3235294117647059	0.25	0.4411764705882353
Ziehm2017	hsa05160	Hepatitis C	0.27941176470588236	0.3235294117647059	0.25	0.4411764705882353
Aliper2016	hsa05161	Hepatitis B	0.12121212121212122	0.36363636363636365	0.21212121212121213	0.41414141414141414
Barardo2017	hsa05161	Hepatitis B	0.1111111111111111	0.36363636363636365	0.21212121212121213	0.41414141414141414
Calvert2016	hsa05161	Hepatitis B	0.1414141414141414	0.36363636363636365	0.21212121212121213	0.41414141414141414
Donertas2018	hsa05161	Hepatitis B	0.2727272727272727	0.36363636363636365	0.21212121212121213	0.41414141414141414
Fernandes2016	hsa05161	Hepatitis B	0.1717171717171717	0.36363636363636365	0.21212121212121213	0.41414141414141414
Fuentealba2018	hsa05161	Hepatitis B	0.1919191919191919	0.36363636363636365	0.21212121212121213	0.41414141414141414
Liu2016	hsa05161	Hepatitis B	0.12121212121212122	0.36363636363636365	0.21212121212121213	0.41414141414141414
Mofidifar2018	hsa05161	Hepatitis B	0.010101010101010102	0.36363636363636365	0.21212121212121213	0.41414141414141414
Snell2016	hsa05161	Hepatitis B	0.1414141414141414	0.36363636363636365	0.21212121212121213	0.41414141414141414
